"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2018-124205","2018-09-15 00:00:00","742","470","6592","2","82","0","0","0","Theresa Coyne","Corporate","East","Lakewood","New Jersey","United States","8701","2018-09-19 00:00:00","Standard Class","Contico 72""H Heavy-Duty Storage System","Office Supplies","Storage","Other"
"CA-2018-124205","2018-09-15 00:00:00","742","1272","6593","6","396","103","0.26","0","Theresa Coyne","Corporate","East","Lakewood","New Jersey","United States","8701","2018-09-19 00:00:00","Standard Class","Plantronics 81402","Technology","Phones","Plantronics"
"CA-2018-124205","2018-09-15 00:00:00","742","1380","6594","4","513","144","0.28","0","Theresa Coyne","Corporate","East","Lakewood","New Jersey","United States","8701","2018-09-19 00:00:00","Standard Class","SAFCO Folding Chair Trolley","Furniture","Chairs","SAFCO"
"CA-2018-124261","2018-11-14 00:00:00","380","1164","6595","8","34","10","0.29","0","Joe Elijah","Consumer","West","Los Angeles","California","United States","90049","2018-11-19 00:00:00","Standard Class","Newell 347","Office Supplies","Art","Newell"
"CA-2018-124296","2018-12-24 00:00:00","156","908","6596","4","233","61","0.26","0","Christine Sundaresam","Consumer","South","Lafayette","Louisiana","United States","70506","2018-12-28 00:00:00","Standard Class","Iceberg Nesting Folding Chair, 19w x 6d x 43h","Furniture","Chairs","Iceberg"
"CA-2018-124296","2018-12-24 00:00:00","156","537","6597","3","480","240","0.5","0","Christine Sundaresam","Consumer","South","Lafayette","Louisiana","United States","70506","2018-12-28 00:00:00","Standard Class","DYMO CardScan Personal V9 Business Card Scanner","Technology","Machines","Other"
"CA-2018-124401","2018-09-07 00:00:00","659","790","6598","3","38","2","0.06","0.2","Ruben Dartt","Consumer","West","Portland","Oregon","United States","97206","2018-09-12 00:00:00","Standard Class","Hanging Personal Folder File","Office Supplies","Storage","Other"
"CA-2018-124401","2018-09-07 00:00:00","659","1032","6599","7","280","80","0.29","0.2","Ruben Dartt","Consumer","West","Portland","Oregon","United States","97206","2018-09-12 00:00:00","Standard Class","Logitech Wireless Marathon Mouse M705","Technology","Accessories","Logitech"
"CA-2018-124436","2018-03-19 00:00:00","721","1489","6600","2","15","5","0.35","0.2","Sue Ann Reed","Consumer","West","Fresno","California","United States","93727","2018-03-22 00:00:00","Second Class","SpineVue Locking Slant-D Ring Binders by Cardinal","Office Supplies","Binders","Other"
"CA-2018-124436","2018-03-19 00:00:00","721","1313","6601","7","27","9","0.34","0.2","Sue Ann Reed","Consumer","West","Fresno","California","United States","93727","2018-03-22 00:00:00","Second Class","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Office Supplies","Binders","Pressboard"
"CA-2018-124436","2018-03-19 00:00:00","721","104","6602","1","31","13","0.41","0","Sue Ann Reed","Consumer","West","Fresno","California","United States","93727","2018-03-22 00:00:00","Second Class","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Furniture","Furnishings","Advantus"
"CA-2018-124436","2018-03-19 00:00:00","721","429","6603","5","697","9","0.01","0.2","Sue Ann Reed","Consumer","West","Fresno","California","United States","93727","2018-03-22 00:00:00","Second Class","Chromcraft Round Conference Tables","Furniture","Tables","Chromcraft"
"CA-2018-124576","2018-08-01 00:00:00","325","702","6604","2","55","19","0.34","0.2","Heather Kirkland","Corporate","West","Salinas","California","United States","93905","2018-08-04 00:00:00","Second Class","GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","GBC"
"CA-2018-124597","2018-04-30 00:00:00","42","181","6605","2","5","2","0.36","0.2","Ann Steele","Home Office","South","Boynton Beach","Florida","United States","33437","2018-05-05 00:00:00","Standard Class","Avery 474","Office Supplies","Labels","Avery"
"CA-2018-124597","2018-04-30 00:00:00","42","208","6606","3","12","4","0.33","0.2","Ann Steele","Home Office","South","Boynton Beach","Florida","United States","33437","2018-05-05 00:00:00","Standard Class","Avery 499","Office Supplies","Labels","Avery"
"CA-2018-124597","2018-04-30 00:00:00","42","1508","6607","3","16","5","0.31","0.2","Ann Steele","Home Office","South","Boynton Beach","Florida","United States","33437","2018-05-05 00:00:00","Standard Class","Staples in misc. colors","Office Supplies","Art","Staples in misc. colors"
"CA-2018-124674","2018-11-17 00:00:00","399","167","6608","2","328","-14","-0.04","0.32","Joy Bell-","Consumer","Central","Brownsville","Texas","United States","78521","2018-11-23 00:00:00","Standard Class","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic"
"CA-2018-124716","2018-03-27 00:00:00","104","1600","6609","3","12","6","0.5","0","Brendan Dodson","Home Office","West","Fresno","California","United States","93727","2018-03-31 00:00:00","Standard Class","Unpadded Memo Slips","Office Supplies","Paper","Other"
"CA-2018-124716","2018-03-27 00:00:00","104","1781","6610","2","46","21","0.46","0","Brendan Dodson","Home Office","West","Fresno","California","United States","93727","2018-03-31 00:00:00","Standard Class","Xerox 1982","Office Supplies","Paper","Xerox"
"CA-2018-124716","2018-03-27 00:00:00","104","1706","6611","2","111","53","0.48","0","Brendan Dodson","Home Office","West","Fresno","California","United States","93727","2018-03-31 00:00:00","Standard Class","Xerox 1913","Office Supplies","Paper","Xerox"
"CA-2018-124744","2018-06-21 00:00:00","274","1850","6612","2","6","3","0.49","0","Eugene Hildebrand","Home Office","East","Wheeling","West Virginia","United States","26003","2018-06-25 00:00:00","Standard Class","Zipper Ring Binder Pockets","Office Supplies","Binders","Other"
"CA-2018-124744","2018-06-21 00:00:00","274","905","6613","5","82","40","0.49","0","Eugene Hildebrand","Home Office","East","Wheeling","West Virginia","United States","26003","2018-06-25 00:00:00","Standard Class","Ibico Standard Transparent Covers","Office Supplies","Binders","Ibico"
"CA-2018-124744","2018-06-21 00:00:00","274","1700","6614","8","448","219","0.49","0","Eugene Hildebrand","Home Office","East","Wheeling","West Virginia","United States","26003","2018-06-25 00:00:00","Standard Class","Xerox 1908","Office Supplies","Paper","Xerox"
"CA-2018-124765","2018-11-25 00:00:00","329","1199","6615","5","724","-81","-0.11","0.2","Henia Zydlo","Consumer","South","Fort Lauderdale","Florida","United States","33311","2018-11-30 00:00:00","Standard Class","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","Furniture","Bookcases","O'Sullivan"
"CA-2018-124828","2018-07-03 00:00:00","790","29","6616","3","10","2","0.16","0.2","Yana Sorensen","Corporate","South","Burlington","North Carolina","United States","27217","2018-07-04 00:00:00","First Class","4009 Highlighters by Sanford","Office Supplies","Art","Other"
"CA-2018-124898","2018-09-11 00:00:00","193","1730","6617","7","185","85","0.46","0","Daniel Byrd","Home Office","South","Columbus","Georgia","United States","31907","2018-09-15 00:00:00","Standard Class","Xerox 1935","Office Supplies","Paper","Xerox"
"CA-2018-124940","2018-02-21 00:00:00","205","1095","6618","1","48","-3","-0.06","0.2","Dave Kipp","Consumer","Central","Carrollton","Texas","United States","75007","2018-02-26 00:00:00","Standard Class","Microsoft Natural Keyboard Elite","Technology","Accessories","Microsoft"
"CA-2018-125101","2018-03-06 00:00:00","664","666","6619","2","68","17","0.25","0","Sally Hughsby","Corporate","West","San Francisco","California","United States","94109","2018-03-10 00:00:00","Second Class","File Shuttle II and Handi-File, Black","Office Supplies","Storage","Other"
"CA-2018-125115","2018-04-10 00:00:00","661","1685","6620","2","10","4","0.35","0.2","Russell D'Ascenzo","Consumer","Central","Austin","Texas","United States","78745","2018-04-10 00:00:00","Same Day","Xerox 1894","Office Supplies","Paper","Xerox"
"CA-2018-125115","2018-04-10 00:00:00","661","1023","6621","3","96","20","0.21","0.2","Russell D'Ascenzo","Consumer","Central","Austin","Texas","United States","78745","2018-04-10 00:00:00","Same Day","Logitech MX Performance Wireless Mouse","Technology","Accessories","Logitech"
"CA-2018-125199","2018-10-19 00:00:00","323","936","6622","4","24","7","0.31","0.2","Harry Marie","Corporate","East","Philadelphia","Pennsylvania","United States","19120","2018-10-25 00:00:00","Standard Class","It's Hot Message Books with Stickers, 2 3/4"" x 5""","Office Supplies","Paper","Other"
"CA-2018-125199","2018-10-19 00:00:00","323","350","6623","7","123","9","0.08","0.2","Harry Marie","Corporate","East","Philadelphia","Pennsylvania","United States","19120","2018-10-25 00:00:00","Standard Class","Boston 16801 Nautilus Battery Pencil Sharpener","Office Supplies","Art","Boston"
"CA-2018-125199","2018-10-19 00:00:00","323","518","6624","4","310","-57","-0.18","0.4","Harry Marie","Corporate","East","Philadelphia","Pennsylvania","United States","19120","2018-10-25 00:00:00","Standard Class","Digium D40 VoIP phone","Technology","Phones","Other"
"CA-2018-125269","2018-04-24 00:00:00","58","44","6625","5","10","-18","-1.75","0.8","Art Ferguson","Consumer","Central","Chicago","Illinois","United States","60610","2018-04-30 00:00:00","Standard Class","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Office Supplies","Binders","Acco"
"CA-2018-125269","2018-04-24 00:00:00","58","1383","6626","1","73","-18","-0.25","0.2","Art Ferguson","Consumer","Central","Chicago","Illinois","United States","60610","2018-04-30 00:00:00","Standard Class","Safco Industrial Wire Shelving System","Office Supplies","Storage","SAFCO"
"CA-2018-125290","2018-11-06 00:00:00","161","1155","6627","5","14","4","0.26","0","Chuck Clark","Home Office","Central","Minneapolis","Minnesota","United States","55407","2018-11-10 00:00:00","Second Class","Newell 339","Office Supplies","Art","Newell"
"CA-2018-125290","2018-11-06 00:00:00","161","538","6628","1","26","12","0.46","0","Chuck Clark","Home Office","Central","Minneapolis","Minnesota","United States","55407","2018-11-10 00:00:00","Second Class","Easy-staple paper","Office Supplies","Paper","Easy-staple paper"
"CA-2018-125367","2018-07-23 00:00:00","562","1630","6629","3","14","4","0.31","0.2","Nathan Mautz","Home Office","East","New York City","New York","United States","10011","2018-07-30 00:00:00","Standard Class","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2018-125381","2018-04-25 00:00:00","706","1469","6630","3","108","23","0.21","0","Speros Goranitis","Consumer","West","San Francisco","California","United States","94109","2018-04-27 00:00:00","Second Class","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","Sony"
"CA-2018-125388","2018-10-19 00:00:00","530","473","6631","3","33","9","0.26","0","Michael Paige","Corporate","East","Lawrence","Massachusetts","United States","1841","2018-10-23 00:00:00","Standard Class","Crate-A-Files","Office Supplies","Storage","Other"
"CA-2018-125388","2018-10-19 00:00:00","530","1620","6632","4","57","15","0.26","0","Michael Paige","Corporate","East","Lawrence","Massachusetts","United States","1841","2018-10-23 00:00:00","Standard Class","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black","Furniture","Furnishings","Westinghouse"
"CA-2018-125451","2018-10-23 00:00:00","5","861","6633","1","2","1","0.3","0","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum","Office Supplies","Appliances","Hoover"
"CA-2018-125451","2018-10-23 00:00:00","5","552","6634","4","35","15","0.42","0","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","Eldon 400 Class Desk Accessories, Black Carbon","Furniture","Furnishings","Eldon"
"CA-2018-125451","2018-10-23 00:00:00","5","1655","6635","8","43","21","0.49","0","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","Wirebound Message Book, 4 per Page","Office Supplies","Paper","Wirebound"
"CA-2018-125451","2018-10-23 00:00:00","5","503","6636","2","211","51","0.24","0","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","Furniture","Furnishings","Deflect-o"
"CA-2018-125451","2018-10-23 00:00:00","5","964","6637","4","241","-14","-0.06","0.3","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","KI Adjustable-Height Table","Furniture","Tables","KI"
"CA-2018-125451","2018-10-23 00:00:00","5","1201","6638","3","638","-128","-0.2","0.3","Adam Hart","Corporate","East","Cranston","Rhode Island","United States","2920","2018-10-24 00:00:00","First Class","Office Impressions End Table, 20-1/2""H x 24""W x 20""D","Furniture","Tables","Office Impressions"
"CA-2018-125472","2018-05-30 00:00:00","115","235","6639","1","4","2","0.48","0","Bruce Degenhardt","Consumer","South","Lafayette","Louisiana","United States","70506","2018-05-31 00:00:00","First Class","Avery Binder Labels","Office Supplies","Binders","Avery"
"CA-2018-125472","2018-05-30 00:00:00","115","91","6640","3","8","3","0.38","0","Bruce Degenhardt","Consumer","South","Lafayette","Louisiana","United States","70506","2018-05-31 00:00:00","First Class","Acrylic Self-Standing Desk Frames","Furniture","Furnishings","Other"
"CA-2018-125472","2018-05-30 00:00:00","115","1428","6641","2","242","34","0.14","0","Bruce Degenhardt","Consumer","South","Lafayette","Louisiana","United States","70506","2018-05-31 00:00:00","First Class","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","Furniture","Bookcases","Sauder"
"CA-2018-125640","2018-07-25 00:00:00","237","200","6642","1","3","1","0.33","0.2","Dorothy Dickinson","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2018-07-29 00:00:00","Standard Class","Avery 491","Office Supplies","Labels","Avery"
"CA-2018-125745","2018-06-30 00:00:00","202","108","6643","2","20","5","0.28","0.2","Darrin Van Huff","Corporate","South","Memphis","Tennessee","United States","38109","2018-07-04 00:00:00","Standard Class","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","Advantus"
"CA-2018-125752","2018-07-31 00:00:00","274","1580","6644","2","41","8","0.2","0.2","Eugene Hildebrand","Home Office","South","Fort Lauderdale","Florida","United States","33311","2018-08-04 00:00:00","Standard Class","TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","Technology","Accessories","Other"
"CA-2018-125878","2018-02-25 00:00:00","534","256","6645","3","2","-3","-1.7","0.8","Michelle Huthwaite","Consumer","Central","Chicago","Illinois","United States","60623","2018-03-02 00:00:00","Standard Class","Avery Hidden Tab Dividers for Binding Systems","Office Supplies","Binders","Avery"
"CA-2018-125913","2018-01-16 00:00:00","342","570","6646","4","28","8","0.29","0","Jack O'Briant","Corporate","West","Los Angeles","California","United States","90008","2018-01-16 00:00:00","Same Day","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood","Furniture","Furnishings","Eldon"
